X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
93.727755,26.629933,train,2.1329424540241223E-4,42.51470486255403,0.504194643882509
76.427384,10.302191,train,0.003165647367419451,92.70617701327765,0.9999699459457029
91.320328,23.672888,train,1.936702985925817E-4,39.94775520742958,0.471136208646469
93.811951,25.773062,train,1.7617249649164271E-4,37.557399546400234,0.43980493744029825
73.72,17.03,train,8.642236324546283E-4,69.01885967069413,0.941727342892481
74.25,16.67,train,2.7583450502680464E-4,50.17160989665199,0.5963796520822094
91.660004,26.15,train,1.2079505466680724E-4,29.345245676543623,0.327882161908823
76.424458,10.304457,train,0.0031346789655104248,92.07497421467941,0.9999667232325206
90.786566,25.98606,train,1.4607062750201358E-4,32.73112920216744,0.38150027885357696
93.977676,26.696484,train,2.4456517612389317E-4,46.277291875068556,0.552656646439984
94.368718,25.174323,train,1.580397339353026E-4,34.75773231989594,0.40537693070669345
75.655721,12.922851,train,7.99262283920084E-4,67.93848889414807,0.9278458216762734
75.017516,13.478885,train,0.003912607770029418,95.93749586836839,0.9999974244066896
77.577901,13.078948,train,5.0601944456129994E-5,15.987000522380916,0.15332720152410417
94.042882,25.706306,train,1.7506002005565898E-4,37.384457342331615,0.4377513275787591
73.653727,16.072001,train,0.0012229554369572535,76.30188003585886,0.9820931219562931
77.466446,8.504928,train,0.0012336268094896247,76.53003586132587,0.9827107592269432
94.316498,26.988503,train,2.4812221025926126E-4,46.70424005090342,0.5578600070509405
77.584282,12.948781,train,6.203838214689494E-5,18.572042015159436,0.18458486999637513
76.883507,10.357455,train,9.549652390430715E-4,70.56036013627256,0.9567644183585957
77.99778,30.345556,train,1.695303055374587E-5,2.169966297385138,0.05423604468863197
76.986664,8.431111,train,0.0013426392584759354,78.13104300093246,0.9879203963820298
77.013268,8.81566,train,0.0016127031603003755,81.36233527812482,0.9950310001078335
76.951248,10.295271,train,9.091056995143291E-4,69.9562517417961,0.9497250996251858
91.633333,25.583333,train,3.534746406064945E-4,56.010462570621854,0.6873453712563107
74.883333,12.866667,train,0.001876786926289619,83.2853114034351,0.9979153754026863
95.04,27.5,train,2.8208690229090667E-4,50.888357455745066,0.6045955407548532
77.262089,8.695128,train,0.001089178752948807,74.09788457646918,0.972195276082826
73.511873,16.651753,train,0.0011682295233945393,75.56221306545612,0.9785614544147071
79.61611,22.88361,train,3.764797550567544E-5,12.016866802567106,0.11647218235597123
93.382529,26.655537,train,2.1807497429474862E-4,43.10367039197356,0.5119301407146806
73.521126,16.657125,test,0.00128340584539673,77.34117860952823,0.9853219944843672
94.358472,26.678877,test,2.650399141279075E-4,48.60344640346656,0.5817913395876142
80.374971,8.346565,test,2.907665700684869E-4,51.92362837775261,0.6157244608355262
